epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,23539.9,0.91516,0.5958,1.06079,0.89291,0.80053,0.86629,0.63734,1.15879,0.74461,1.23803,0.00466923,0.00466923,0.00466923
177,23670.4,0.91437,0.59982,1.05982,0.89408,0.80098,0.86639,0.6376,1.15798,0.74504,1.23776,0.00463877,0.00463877,0.00463877
178,23800.6,0.91,0.5963,1.05726,0.89287,0.80232,0.86605,0.63826,1.15738,0.74482,1.23791,0.00460831,0.00460831,0.00460831
179,23942.5,0.90191,0.5916,1.05595,0.89188,0.80343,0.86593,0.63835,1.15657,0.74453,1.23748,0.00457785,0.00457785,0.00457785
180,24070.7,0.90867,0.59384,1.05849,0.89904,0.79697,0.86597,0.63881,1.15635,0.7459,1.23715,0.00454738,0.00454738,0.00454738
181,24201.2,0.89792,0.59292,1.05361,0.89894,0.79608,0.86568,0.63903,1.1563,0.74671,1.23735,0.00451692,0.00451692,0.00451692
182,24331.7,0.90423,0.59696,1.05655,0.8983,0.79531,0.86501,0.63902,1.15602,0.74671,1.23719,0.00448646,0.00448646,0.00448646
183,24473.2,0.89717,0.58974,1.05176,0.89802,0.79585,0.86544,0.63912,1.15551,0.74664,1.23669,0.004456,0.004456,0.004456
184,24603.3,0.89374,0.58601,1.05084,0.89736,0.79608,0.86479,0.63913,1.15517,0.74705,1.23686,0.00442554,0.00442554,0.00442554
185,24733.5,0.89267,0.58607,1.04846,0.89825,0.79585,0.86478,0.63912,1.15401,0.74783,1.23616,0.00439508,0.00439508,0.00439508
186,24870.2,0.89921,0.59134,1.05255,0.89801,0.79585,0.86471,0.63924,1.15433,0.74776,1.23662,0.00436462,0.00436462,0.00436462
187,25005.2,0.89615,0.59048,1.05327,0.89747,0.79652,0.86464,0.63904,1.15326,0.74817,1.23631,0.00433415,0.00433415,0.00433415
188,25135.3,0.89463,0.5868,1.05249,0.89812,0.7963,0.86459,0.63948,1.15324,0.74845,1.23636,0.00430369,0.00430369,0.00430369
189,25265.5,0.88459,0.58342,1.04499,0.89809,0.79652,0.86471,0.6397,1.15253,0.74879,1.23581,0.00427323,0.00427323,0.00427323
190,25407.1,0.88571,0.5793,1.04448,0.89821,0.79643,0.86418,0.63968,1.15202,0.74933,1.23623,0.00424277,0.00424277,0.00424277
191,25537.2,0.88917,0.57913,1.0459,0.89684,0.79697,0.86455,0.63939,1.15181,0.74937,1.23609,0.00421231,0.00421231,0.00421231
192,25667.4,0.88061,0.57495,1.04154,0.89849,0.79608,0.86436,0.63986,1.15151,0.75027,1.23596,0.00418185,0.00418185,0.00418185
193,25805.6,0.87843,0.5735,1.04259,0.89805,0.79563,0.86418,0.64013,1.15122,0.74999,1.2359,0.00415138,0.00415138,0.00415138
194,25940.5,0.88422,0.57903,1.04669,0.89639,0.79563,0.86456,0.64095,1.15112,0.7495,1.23598,0.00412092,0.00412092,0.00412092
195,26071.2,0.87315,0.56823,1.03898,0.89251,0.79942,0.86392,0.64133,1.15069,0.74921,1.23586,0.00409046,0.00409046,0.00409046
196,26201.9,0.87914,0.57793,1.04424,0.89763,0.79532,0.86431,0.64103,1.14993,0.75031,1.23542,0.00406,0.00406,0.00406
197,26337.4,0.87474,0.5713,1.03933,0.89907,0.79519,0.86438,0.64186,1.14904,0.74998,1.23472,0.00402954,0.00402954,0.00402954
198,26467.9,0.87093,0.568,1.03815,0.90165,0.79474,0.86385,0.64191,1.14864,0.74968,1.23473,0.00399908,0.00399908,0.00399908
199,26597.9,0.8673,0.56636,1.03904,0.90186,0.79463,0.86362,0.64193,1.14849,0.75012,1.23459,0.00396862,0.00396862,0.00396862
200,26728.3,0.87345,0.5687,1.04068,0.90082,0.79553,0.86357,0.64211,1.14781,0.75059,1.23414,0.00393815,0.00393815,0.00393815
201,26868.7,0.86221,0.56135,1.0377,0.90212,0.79585,0.86404,0.64227,1.14717,0.75027,1.23408,0.00390769,0.00390769,0.00390769
202,26999.1,0.86282,0.56689,1.03795,0.9014,0.79563,0.86399,0.64242,1.14628,0.7505,1.23363,0.00387723,0.00387723,0.00387723
203,27129.2,0.86058,0.56121,1.03404,0.90128,0.79552,0.86369,0.64279,1.14478,0.74995,1.23261,0.00384677,0.00384677,0.00384677
204,27271.3,0.86038,0.55913,1.02868,0.90163,0.79462,0.86316,0.64287,1.14441,0.74939,1.2326,0.00381631,0.00381631,0.00381631
205,27401.5,0.8665,0.56239,1.03722,0.90262,0.79529,0.86325,0.64295,1.14341,0.74947,1.23211,0.00378585,0.00378585,0.00378585
206,27532.2,0.85711,0.55488,1.0332,0.90401,0.79551,0.86357,0.64289,1.14254,0.74898,1.23134,0.00375538,0.00375538,0.00375538
207,27662.9,0.86087,0.56365,1.03498,0.90356,0.79551,0.86338,0.64295,1.14193,0.74895,1.23086,0.00372492,0.00372492,0.00372492
208,27804.8,0.85436,0.55079,1.03481,0.90351,0.79608,0.86307,0.64301,1.14109,0.74966,1.23036,0.00369446,0.00369446,0.00369446
209,27935.4,0.85116,0.55567,1.03018,0.90421,0.79608,0.86334,0.64356,1.14051,0.75058,1.22986,0.003664,0.003664,0.003664
210,28066.2,0.85024,0.55367,1.02876,0.90358,0.79572,0.86329,0.64339,1.13964,0.75092,1.22932,0.00363354,0.00363354,0.00363354
211,28208.5,0.84654,0.55284,1.02936,0.90423,0.79474,0.86321,0.64343,1.13981,0.75049,1.22933,0.00360308,0.00360308,0.00360308
212,28338.8,0.85132,0.55175,1.03083,0.90414,0.79496,0.86344,0.64361,1.13904,0.75049,1.22892,0.00357262,0.00357262,0.00357262
213,28469.2,0.84617,0.54778,1.03062,0.90338,0.79452,0.86304,0.64383,1.13877,0.75101,1.22879,0.00354215,0.00354215,0.00354215
214,28599.7,0.84782,0.54973,1.02736,0.89556,0.80098,0.86315,0.64372,1.13864,0.75074,1.22898,0.00351169,0.00351169,0.00351169
215,28741.9,0.83959,0.54707,1.02503,0.8977,0.80009,0.86282,0.64391,1.13825,0.75096,1.22877,0.00348123,0.00348123,0.00348123
216,28872.6,0.83555,0.53998,1.02085,0.89786,0.79964,0.86261,0.64373,1.13828,0.7512,1.22876,0.00345077,0.00345077,0.00345077
217,29003.1,0.84096,0.54035,1.02644,0.8987,0.79877,0.86269,0.64459,1.13731,0.7517,1.22828,0.00342031,0.00342031,0.00342031
218,29144.8,0.83951,0.54381,1.02609,0.90208,0.79456,0.86212,0.64471,1.13696,0.75166,1.22812,0.00338985,0.00338985,0.00338985
219,29275.1,0.83067,0.53847,1.02407,0.90091,0.79629,0.86207,0.64528,1.13658,0.75135,1.2278,0.00335938,0.00335938,0.00335938
220,29406,0.83064,0.53843,1.02131,0.90172,0.79539,0.86168,0.64524,1.13621,0.7519,1.22763,0.00332892,0.00332892,0.00332892
221,29536.7,0.83166,0.53291,1.01979,0.90177,0.79541,0.86155,0.6453,1.13594,0.75257,1.22821,0.00329846,0.00329846,0.00329846
222,29679.2,0.83196,0.53844,1.02004,0.90588,0.79207,0.86172,0.64569,1.13536,0.75293,1.22793,0.003268,0.003268,0.003268
223,29809.7,0.82324,0.53364,1.01857,0.90629,0.7914,0.86162,0.64592,1.13528,0.75356,1.22807,0.00323754,0.00323754,0.00323754
224,29940.9,0.82427,0.53509,1.02057,0.89966,0.79741,0.86136,0.64626,1.1353,0.75439,1.22836,0.00320708,0.00320708,0.00320708
225,30083.3,0.82581,0.53117,1.0161,0.89882,0.79789,0.86123,0.64641,1.13529,0.75575,1.22834,0.00317662,0.00317662,0.00317662
226,30213.2,0.82087,0.53381,1.01948,0.899,0.79764,0.86077,0.6462,1.13526,0.75708,1.22841,0.00314615,0.00314615,0.00314615
227,30343.1,0.81571,0.52411,1.01756,0.90004,0.79675,0.86073,0.64654,1.13484,0.75824,1.22864,0.00311569,0.00311569,0.00311569
228,30473.2,0.81896,0.53117,1.01795,0.89895,0.79719,0.86034,0.64667,1.13472,0.75854,1.22882,0.00308523,0.00308523,0.00308523
229,30615.1,0.81514,0.52808,1.01777,0.89996,0.79697,0.85992,0.64691,1.13451,0.75902,1.22931,0.00305477,0.00305477,0.00305477
230,30745.9,0.81197,0.5244,1.01625,0.89847,0.79697,0.8598,0.64659,1.13454,0.76017,1.22947,0.00302431,0.00302431,0.00302431
231,30876.7,0.81733,0.53382,1.01566,0.90103,0.79675,0.85964,0.64644,1.13446,0.76035,1.22967,0.00299385,0.00299385,0.00299385
232,31019.2,0.80511,0.52147,1.00986,0.90006,0.79697,0.85935,0.64669,1.13444,0.76099,1.22976,0.00296338,0.00296338,0.00296338
233,31149.9,0.80807,0.52053,1.01343,0.89988,0.79722,0.85929,0.64658,1.13439,0.7612,1.22987,0.00293292,0.00293292,0.00293292
234,31280.3,0.80638,0.5232,1.01417,0.9003,0.79719,0.85903,0.64666,1.13408,0.76147,1.22988,0.00290246,0.00290246,0.00290246
235,31423.6,0.80971,0.52584,1.01536,0.89988,0.79764,0.85923,0.64675,1.13365,0.76178,1.22957,0.002872,0.002872,0.002872
236,31553.8,0.79915,0.51635,1.0066,0.90049,0.79786,0.85927,0.64673,1.1341,0.76288,1.23043,0.00284154,0.00284154,0.00284154
237,31684.2,0.80276,0.51763,1.0117,0.90186,0.79786,0.85896,0.64703,1.13434,0.76335,1.2307,0.00281108,0.00281108,0.00281108
238,31815.2,0.79758,0.51589,1.00438,0.90243,0.79786,0.85887,0.64723,1.13393,0.76378,1.23075,0.00278062,0.00278062,0.00278062
239,31959,0.79665,0.51248,1.00573,0.90198,0.79808,0.85916,0.64749,1.13372,0.76402,1.23118,0.00275015,0.00275015,0.00275015
240,32090.9,0.79424,0.50951,1.00331,0.90177,0.79831,0.859,0.6476,1.13318,0.76514,1.23074,0.00271969,0.00271969,0.00271969
241,32221.9,0.79077,0.5071,1.00264,0.90268,0.79789,0.85857,0.6474,1.13264,0.76558,1.23061,0.00268923,0.00268923,0.00268923
242,32364.3,0.79465,0.51288,1.0064,0.9026,0.79741,0.85788,0.64712,1.13294,0.76609,1.23097,0.00265877,0.00265877,0.00265877
243,32494.8,0.79054,0.50924,1.0049,0.90131,0.79831,0.85787,0.64763,1.1325,0.76727,1.23111,0.00262831,0.00262831,0.00262831
244,32625.1,0.7797,0.50378,1.00134,0.90111,0.79831,0.85792,0.64746,1.1326,0.76718,1.23134,0.00259785,0.00259785,0.00259785
245,32754.9,0.7831,0.50798,1.00085,0.90115,0.79842,0.85745,0.64769,1.13246,0.76795,1.2316,0.00256738,0.00256738,0.00256738
246,32896.6,0.78649,0.50534,1.00119,0.9016,0.79764,0.85745,0.64792,1.13217,0.76851,1.23165,0.00253692,0.00253692,0.00253692
247,33027,0.78898,0.50721,1.00059,0.90066,0.79815,0.85738,0.64818,1.13184,0.76866,1.23139,0.00250646,0.00250646,0.00250646
248,33157.6,0.78057,0.50604,0.99838,0.90036,0.79747,0.85681,0.6479,1.13198,0.77012,1.23204,0.002476,0.002476,0.002476
249,33300.2,0.77421,0.49818,0.99287,0.90036,0.79752,0.85688,0.64826,1.13121,0.77076,1.23128,0.00244554,0.00244554,0.00244554
250,33431.3,0.77252,0.49658,0.99228,0.90173,0.79675,0.85641,0.64818,1.13107,0.77137,1.23158,0.00241508,0.00241508,0.00241508
251,33561.8,0.77391,0.50029,0.9993,0.90272,0.79652,0.85653,0.64794,1.13065,0.77145,1.23166,0.00238462,0.00238462,0.00238462
252,33692.7,0.77349,0.50064,0.99668,0.90224,0.7963,0.85675,0.64822,1.13002,0.77379,1.23069,0.00235415,0.00235415,0.00235415
253,33834.7,0.76997,0.49566,0.99408,0.90523,0.79406,0.85657,0.64803,1.13008,0.77397,1.23058,0.00232369,0.00232369,0.00232369
254,33965.3,0.77729,0.49975,0.99591,0.90485,0.79474,0.85674,0.64852,1.13044,0.77433,1.23148,0.00229323,0.00229323,0.00229323
255,34096.5,0.76213,0.49301,0.99238,0.90566,0.79373,0.8562,0.64853,1.13064,0.77606,1.23188,0.00226277,0.00226277,0.00226277
256,34238.9,0.76159,0.49297,0.99172,0.90545,0.79385,0.85616,0.64845,1.13024,0.77799,1.23201,0.00223231,0.00223231,0.00223231
257,34369.4,0.75999,0.48694,0.98907,0.90631,0.79337,0.85631,0.64839,1.12999,0.77872,1.23177,0.00220185,0.00220185,0.00220185
258,34500.4,0.75956,0.49213,0.99005,0.90859,0.79087,0.85616,0.64906,1.12979,0.77936,1.23182,0.00217138,0.00217138,0.00217138
259,34631.4,0.75638,0.48871,0.98955,0.90847,0.79117,0.85624,0.64894,1.1296,0.77992,1.23196,0.00214092,0.00214092,0.00214092
260,34773.5,0.75196,0.48715,0.9882,0.9083,0.79207,0.85593,0.64962,1.12923,0.78037,1.23163,0.00211046,0.00211046,0.00211046
261,34904.3,0.75131,0.48661,0.99083,0.9082,0.79117,0.856,0.64981,1.12876,0.78062,1.23158,0.00208,0.00208,0.00208
262,35035.3,0.75391,0.48816,0.98839,0.90658,0.79158,0.8551,0.64973,1.12824,0.78124,1.23149,0.00204954,0.00204954,0.00204954
263,35177.9,0.74816,0.48201,0.98389,0.90558,0.79297,0.85436,0.6499,1.12781,0.78151,1.23116,0.00201908,0.00201908,0.00201908
264,35308.8,0.74511,0.4784,0.98435,0.90545,0.79429,0.85432,0.64995,1.12751,0.78161,1.23114,0.00198862,0.00198862,0.00198862
265,35439.6,0.74953,0.47983,0.98474,0.90587,0.79385,0.85414,0.6502,1.12666,0.7816,1.23091,0.00195815,0.00195815,0.00195815
266,35578.2,0.75041,0.48842,0.98947,0.90597,0.79231,0.85349,0.65034,1.12589,0.78185,1.23051,0.00192769,0.00192769,0.00192769
267,35707.2,0.74454,0.48171,0.98631,0.9081,0.79028,0.85373,0.65053,1.12564,0.78266,1.23056,0.00189723,0.00189723,0.00189723
268,35839.8,0.74118,0.47457,0.98114,0.90859,0.79073,0.85331,0.65059,1.12526,0.78344,1.23031,0.00186677,0.00186677,0.00186677
269,35971.6,0.74255,0.48231,0.98709,0.9071,0.79209,0.85305,0.65029,1.12541,0.78352,1.23084,0.00183631,0.00183631,0.00183631
270,36114.6,0.73373,0.47241,0.98206,0.9077,0.79207,0.85284,0.65018,1.12502,0.78458,1.23076,0.00180585,0.00180585,0.00180585
271,36245.5,0.73548,0.47416,0.97961,0.91338,0.78649,0.85274,0.65071,1.12512,0.78598,1.23095,0.00177538,0.00177538,0.00177538
272,36376.7,0.74009,0.47487,0.98244,0.91369,0.78649,0.85258,0.65049,1.12468,0.78658,1.23081,0.00174492,0.00174492,0.00174492
273,36507.5,0.74112,0.47215,0.98189,0.91298,0.78672,0.85239,0.65026,1.12451,0.78796,1.23092,0.00171446,0.00171446,0.00171446
274,36649.8,0.71777,0.46021,0.97591,0.91244,0.78734,0.85203,0.6506,1.12413,0.78808,1.23098,0.001684,0.001684,0.001684
275,36780.7,0.72461,0.46433,0.97327,0.91286,0.78914,0.85257,0.65099,1.12377,0.78918,1.23094,0.00165354,0.00165354,0.00165354
276,36911.5,0.72224,0.46375,0.97787,0.91367,0.78779,0.85242,0.65108,1.12381,0.79003,1.23119,0.00162308,0.00162308,0.00162308
277,37052.6,0.72396,0.46561,0.9771,0.91144,0.78895,0.85219,0.65118,1.12397,0.79145,1.23166,0.00159262,0.00159262,0.00159262
278,37185.1,0.71764,0.46195,0.97759,0.9112,0.78894,0.85233,0.65156,1.12378,0.79278,1.23185,0.00156215,0.00156215,0.00156215
279,37316.7,0.72061,0.45879,0.97357,0.91164,0.78871,0.8521,0.65161,1.12333,0.7936,1.23139,0.00153169,0.00153169,0.00153169
280,37448.3,0.71512,0.46092,0.97249,0.91177,0.78761,0.85174,0.65177,1.12278,0.79413,1.23098,0.00150123,0.00150123,0.00150123
281,37591.3,0.71514,0.4588,0.9741,0.9129,0.78694,0.85143,0.65195,1.12297,0.79533,1.23155,0.00147077,0.00147077,0.00147077
282,37722.2,0.70886,0.45651,0.97094,0.91385,0.78672,0.85132,0.652,1.12256,0.79647,1.23169,0.00144031,0.00144031,0.00144031
283,37852.9,0.71057,0.45914,0.97092,0.91431,0.78672,0.85153,0.65214,1.12238,0.79749,1.23168,0.00140985,0.00140985,0.00140985
284,37995.2,0.70296,0.44743,0.96682,0.91449,0.78605,0.85118,0.65211,1.122,0.79859,1.23161,0.00137938,0.00137938,0.00137938
285,38126.1,0.7093,0.45669,0.96981,0.91497,0.78605,0.8513,0.65216,1.12155,0.79967,1.23135,0.00134892,0.00134892,0.00134892
286,38257.6,0.70612,0.45886,0.97205,0.91737,0.78516,0.85099,0.65208,1.12148,0.80067,1.23113,0.00131846,0.00131846,0.00131846
287,38397.3,0.69826,0.4496,0.96927,0.91781,0.78471,0.8508,0.6519,1.1216,0.80202,1.23117,0.001288,0.001288,0.001288
288,38531.7,0.69878,0.45317,0.96949,0.91838,0.78404,0.85076,0.65205,1.12095,0.80293,1.23069,0.00125754,0.00125754,0.00125754
289,38662.7,0.69532,0.44573,0.96389,0.91902,0.78293,0.85065,0.65233,1.12091,0.80432,1.23109,0.00122708,0.00122708,0.00122708
290,38793.9,0.69394,0.44696,0.96504,0.91925,0.78293,0.85059,0.65227,1.12107,0.80514,1.23138,0.00119662,0.00119662,0.00119662
291,38936.3,0.69512,0.44924,0.96635,0.91972,0.78293,0.85046,0.65234,1.12083,0.80516,1.2312,0.00116615,0.00116615,0.00116615
292,39067.5,0.69763,0.45103,0.96492,0.91986,0.78181,0.85015,0.65243,1.12083,0.80657,1.23143,0.00113569,0.00113569,0.00113569
293,39199,0.69104,0.44596,0.96442,0.9196,0.78256,0.84987,0.6526,1.12142,0.80801,1.23195,0.00110523,0.00110523,0.00110523
294,39341.6,0.68712,0.4437,0.96052,0.91996,0.78293,0.84953,0.6527,1.1213,0.80937,1.23198,0.00107477,0.00107477,0.00107477
295,39473.1,0.68927,0.44263,0.96192,0.92017,0.78248,0.84935,0.65292,1.12088,0.81044,1.23156,0.00104431,0.00104431,0.00104431
296,39604.6,0.68498,0.44001,0.96158,0.91979,0.78208,0.84919,0.65286,1.12046,0.81134,1.23152,0.00101385,0.00101385,0.00101385
297,39736.2,0.68181,0.43939,0.96145,0.91891,0.78204,0.84912,0.65321,1.12019,0.81197,1.23154,0.000983385,0.000983385,0.000983385
298,39878.8,0.67806,0.43441,0.9558,0.91934,0.78137,0.84912,0.65317,1.11997,0.81211,1.23153,0.000952923,0.000952923,0.000952923
299,40009.8,0.67879,0.43718,0.95886,0.91836,0.78218,0.84887,0.65382,1.11953,0.81215,1.23136,0.000922462,0.000922462,0.000922462
300,40140.8,0.67348,0.42921,0.95552,0.91808,0.78204,0.84894,0.65323,1.11924,0.81231,1.23152,0.000892,0.000892,0.000892
301,40283,0.66969,0.42951,0.95417,0.9183,0.78155,0.84854,0.65419,1.11898,0.81328,1.23154,0.000861538,0.000861538,0.000861538
302,40414.6,0.67847,0.43843,0.96044,0.91825,0.78106,0.84852,0.65426,1.11863,0.81379,1.2315,0.000831077,0.000831077,0.000831077
303,40546.3,0.67335,0.43322,0.95829,0.91842,0.78181,0.84836,0.65414,1.11862,0.81493,1.23175,0.000800615,0.000800615,0.000800615
304,40677.7,0.66792,0.43081,0.9534,0.91777,0.78106,0.84774,0.6543,1.11846,0.81596,1.23196,0.000770154,0.000770154,0.000770154
305,40819.5,0.66419,0.42376,0.95147,0.91798,0.78115,0.84774,0.65449,1.11786,0.81633,1.23158,0.000739692,0.000739692,0.000739692
306,40950.6,0.6602,0.42744,0.9548,0.91854,0.7815,0.8477,0.65484,1.1177,0.81652,1.23168,0.000709231,0.000709231,0.000709231
307,41081.9,0.66709,0.42881,0.9541,0.91893,0.78092,0.84764,0.65461,1.11747,0.81718,1.23182,0.000678769,0.000678769,0.000678769
308,41224.4,0.66039,0.42519,0.95113,0.91936,0.78009,0.84746,0.65467,1.11746,0.81848,1.23219,0.000648308,0.000648308,0.000648308
309,41355.3,0.65589,0.42469,0.95205,0.92063,0.77936,0.8479,0.65497,1.1168,0.81902,1.23208,0.000617846,0.000617846,0.000617846
310,41487,0.65387,0.4208,0.95056,0.9217,0.77758,0.84721,0.65508,1.11649,0.82036,1.23196,0.000587385,0.000587385,0.000587385
311,41630.8,0.66152,0.42628,0.95309,0.92159,0.77624,0.8467,0.65501,1.11628,0.82109,1.23235,0.000556923,0.000556923,0.000556923
312,41761.9,0.6429,0.41432,0.94621,0.92102,0.77647,0.84653,0.65497,1.1162,0.82182,1.23268,0.000526462,0.000526462,0.000526462
313,41892.6,0.6462,0.41651,0.94703,0.92053,0.77701,0.84677,0.65523,1.11599,0.82275,1.23296,0.000496,0.000496,0.000496
314,42023.3,0.64966,0.41893,0.94812,0.91998,0.77635,0.84574,0.65479,1.11653,0.82365,1.23371,0.000465538,0.000465538,0.000465538
315,42165.5,0.64736,0.41744,0.94881,0.92001,0.77624,0.84575,0.65556,1.11628,0.82493,1.23413,0.000435077,0.000435077,0.000435077
316,42297.1,0.60832,0.35721,0.91049,0.91879,0.77664,0.84534,0.65551,1.11682,0.82728,1.23486,0.000404615,0.000404615,0.000404615
317,42427.3,0.59256,0.34796,0.90312,0.91791,0.7775,0.84528,0.65554,1.11657,0.82798,1.23494,0.000374154,0.000374154,0.000374154
318,42569.2,0.58412,0.34176,0.90001,0.91837,0.77726,0.84537,0.65563,1.11628,0.82882,1.23476,0.000343692,0.000343692,0.000343692
319,42700,0.58224,0.3394,0.89668,0.9192,0.77669,0.84522,0.65577,1.11656,0.83033,1.23512,0.000313231,0.000313231,0.000313231
320,42831.4,0.57237,0.33727,0.89779,0.91852,0.77637,0.84477,0.65575,1.11603,0.83088,1.23511,0.000282769,0.000282769,0.000282769
321,42962.2,0.57319,0.33691,0.89598,0.91833,0.7758,0.84455,0.65592,1.11596,0.83103,1.23557,0.000252308,0.000252308,0.000252308
322,43104.6,0.56725,0.33517,0.8966,0.91719,0.77669,0.84447,0.656,1.11591,0.8323,1.23585,0.000221846,0.000221846,0.000221846
323,43235.8,0.56391,0.33082,0.89481,0.91747,0.77602,0.84375,0.65574,1.11561,0.83337,1.23583,0.000191385,0.000191385,0.000191385
324,43366.8,0.56282,0.33161,0.89491,0.91729,0.77607,0.84395,0.65575,1.11554,0.83443,1.23645,0.000160923,0.000160923,0.000160923
325,43508.9,0.56234,0.3309,0.89235,0.9191,0.77602,0.84347,0.65588,1.11522,0.83478,1.23697,0.000130462,0.000130462,0.000130462
