epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,26354.6,2.54595,1.87553,2.47933,0.85003,0.7729,0.84158,0.56681,2.6527,1.78432,2.645,0.00658831,0.00658831,0.00658831
114,26596.2,2.53271,1.87976,2.48125,0.84322,0.77674,0.84173,0.56766,2.65076,1.78497,2.64374,0.00655785,0.00655785,0.00655785
115,26842.2,2.51448,1.85313,2.46521,0.84837,0.7756,0.84221,0.56844,2.64715,1.78589,2.64164,0.00652738,0.00652738,0.00652738
116,27083.2,2.51741,1.86308,2.46624,0.85037,0.77357,0.8418,0.56871,2.64565,1.78533,2.6405,0.00649692,0.00649692,0.00649692
117,27325.7,2.52915,1.864,2.47055,0.84831,0.77535,0.84171,0.56903,2.64406,1.78573,2.64064,0.00646646,0.00646646,0.00646646
118,27571.1,2.53399,1.86568,2.46589,0.85168,0.77553,0.84279,0.56931,2.64029,1.78545,2.63687,0.006436,0.006436,0.006436
119,27815.6,2.5347,1.86669,2.46433,0.85085,0.77825,0.8433,0.5697,2.63846,1.78537,2.63679,0.00640554,0.00640554,0.00640554
120,28058.3,2.50921,1.8442,2.45729,0.85055,0.77602,0.84349,0.5707,2.63578,1.78648,2.63492,0.00637508,0.00637508,0.00637508
121,28299.1,2.4969,1.85253,2.4635,0.85198,0.7758,0.84313,0.57082,2.63433,1.78437,2.63392,0.00634462,0.00634462,0.00634462
122,28546.9,2.50286,1.82548,2.45582,0.85361,0.77557,0.84341,0.57116,2.63222,1.7834,2.63358,0.00631415,0.00631415,0.00631415
123,28789.5,2.50848,1.86485,2.46087,0.85094,0.77988,0.84344,0.57188,2.62807,1.78262,2.63126,0.00628369,0.00628369,0.00628369
124,29037.6,2.49911,1.81404,2.44375,0.84978,0.78037,0.84347,0.57234,2.62664,1.78048,2.63065,0.00625323,0.00625323,0.00625323
125,29281.1,2.49474,1.83845,2.45526,0.85111,0.78159,0.84365,0.57314,2.62466,1.7788,2.62891,0.00622277,0.00622277,0.00622277
126,29520,2.49346,1.83167,2.44846,0.85109,0.78083,0.84297,0.57312,2.62188,1.77952,2.62686,0.00619231,0.00619231,0.00619231
127,29763.1,2.47974,1.80062,2.44259,0.8562,0.77894,0.84259,0.57323,2.61974,1.77931,2.62533,0.00616185,0.00616185,0.00616185
128,30008.6,2.47699,1.82746,2.44571,0.85645,0.77916,0.84272,0.57345,2.61789,1.77764,2.6238,0.00613138,0.00613138,0.00613138
129,30250.5,2.49201,1.8271,2.45009,0.85787,0.77847,0.84378,0.574,2.61477,1.77696,2.6212,0.00610092,0.00610092,0.00610092
130,30501.4,2.48003,1.80835,2.44314,0.85776,0.77914,0.84401,0.57462,2.613,1.77495,2.61992,0.00607046,0.00607046,0.00607046
131,30747.1,2.48068,1.82387,2.44207,0.85784,0.77999,0.84439,0.57519,2.60965,1.7757,2.6187,0.00604,0.00604,0.00604
132,30989.5,2.48127,1.8057,2.43046,0.85914,0.77959,0.84406,0.57514,2.60916,1.77376,2.61795,0.00600954,0.00600954,0.00600954
133,31240,2.46237,1.80729,2.4272,0.85917,0.78042,0.84395,0.5752,2.60732,1.77263,2.61689,0.00597908,0.00597908,0.00597908
134,31484.3,2.45598,1.7919,2.42062,0.85756,0.78088,0.84377,0.57534,2.60517,1.7722,2.61509,0.00594862,0.00594862,0.00594862
135,31718.2,2.47158,1.79654,2.43327,0.86051,0.77869,0.84487,0.57555,2.60409,1.769,2.61491,0.00591815,0.00591815,0.00591815
